World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
101-150,UnitedStates,Northwestern University,null,52,62.3,66.8,0,NA
101-150,UnitedStates,Purdue University - West Lafayette,null,52.4,63.1,56.3,0,NA
101-150,China,Soochow University (China),null,55.7,60,46.8,0,NA
101-150,SouthKorea,Sungkyunkwan University,null,62.6,58.2,44.7,0,NA
101-150,Denmark,Technical University of Denmark,null,37.4,77,76.3,0,NA
101-150,Israel,Tel Aviv University,null,58.1,55.7,75.1,0,NA
101-150,China-HongKong,The Chinese University of Hong Kong,null,51.7,61.3,57.9,0,NA
101-150,Australia,The University of Melbourne,null,50.9,63.3,74,0,NA
101-150,Canada,University of Alberta,null,53,57.1,75.3,0,NA
101-150,Netherlands,University of Amsterdam,null,43.8,63.6,81.6,0,NA
101-150,Germany,University of Bonn,null,52.1,62.3,71.6,0,NA
101-150,UnitedStates,"University of California, Berkeley",null,38.1,78,65.9,0,NA
101-150,UnitedStates,"University of California, Davis",null,54.4,61.8,62.8,0,NA
101-150,Germany,University of Duesseldorf,null,44.7,63.3,83.6,0,NA
101-150,Germany,University of Frankfurt,null,47.3,61.3,76.4,0,NA
101-150,Switzerland,University of Geneva,null,46.1,63.3,82.8,0,NA
101-150,Netherlands,University of Groningen,null,52.5,60.3,75.7,0,NA
101-150,UnitedStates,University of Kansas,null,55,62.3,56.3,0,NA
101-150,UnitedStates,University of Kentucky,null,52.2,59.5,53,0,NA
101-150,Portugal,University of Lisbon,null,49.3,60,78.1,0,NA
101-150,Germany,University of Mainz,null,46.7,62.3,81.1,0,NA
101-150,UnitedStates,"University of Maryland, Baltimore",null,55.9,62.6,57.9,0,NA
101-150,UnitedStates,University of Mississippi,null,54,55.4,79,0,NA
101-150,Canada,University of Montreal,null,52.4,60,74.2,0,NA
101-150,Norway,University of Oslo,null,47.3,60.6,78.6,0,NA
101-150,Italy,University of Padua,null,48.8,61.1,68.2,0,NA
101-150,France,University of Paris-Sud (Paris 11),null,49.3,62.8,73.6,0,NA
101-150,UnitedStates,University of Southern California,null,46.3,62.3,66.8,0,NA
101-150,UnitedStates,University of Utah,null,52.8,60.6,58.1,0,NA
101-150,UnitedStates,University of Wisconsin - Madison,null,52.1,59.5,55,0,NA
101-150,Switzerland,University of Zurich,null,46,64.3,80.8,0,NA
101-150,UnitedStates,Virginia Commonwealth University,null,52.5,64.8,55.4,0,NA
151-200,China,Capital Medical University,null,56,54.3,52.2,0,NA
151-200,China,Central South University,null,54.3,53.7,48.3,0,NA
151-200,Czech,Charles University in Prague,null,51.4,56,65.4,0,NA
151-200,UnitedStates,Cornell University,null,44.7,63.1,68.4,0,NA
151-200,UnitedStates,Indiana University-Purdue University at Indianapolis,null,46.6,63.3,55.3,0,NA
151-200,SouthKorea,Korea University,null,55.1,55.4,47.8,0,NA
151-200,Japan,Kyoto University,null,55.3,53.7,43.3,0,NA
151-200,Thailand,Mahidol University,null,46.8,56,72.1,0,NA
151-200,Iran,Mashhad University Medical Science,null,52.2,57.4,43.8,0,NA
151-200,China,Nanjing University of Chinese Medicine,null,55.1,58.2,35.3,0,NA
151-200,Mexico,National Autonomous University of Mexico,null,56.5,49.1,58.7,0,NA
151-200,UnitedKingdom,Newcastle University,null,35.9,68.3,80,0,NA
151-200,UnitedStates,Oregon State University,null,32.8,73.9,56.1,0,NA
151-200,Spain,Pompeu Fabra University,null,31.5,73.4,81.9,0,NA
151-200,SouthKorea,Pusan National University,null,55.6,53.4,47.3,0,NA
151-200,France,Sorbonne University,null,39.5,61.8,77.5,0,NA
151-200,China,The Second Military Medical University,null,59.6,54.3,39.9,0,NA
151-200,UnitedStates,The University of Texas Southwestern Medical Center at Dallas,null,38.7,69.9,66.2,0,NA
151-200,Australia,The University of Western Australia,null,36.5,64.8,79.1,0,NA
151-200,France,Universit? Grenoble Alpes,null,36,70.2,78.6,0,NA
151-200,UnitedStates,"University at Buffalo, the State University of New York",null,48.7,56.5,58.6,0,NA
151-200,Belgium,University of Antwerp,null,40.8,63.1,85.2,0,NA
151-200,UnitedStates,University of Arizona,null,47.8,60.6,53.8,0,NA
151-200,Serbia,University of Belgrade,null,54.4,50.7,67.5,0,NA
151-200,Switzerland,University of Bern,null,38.8,63.3,84,0,NA
151-200,UnitedKingdom,University of Birmingham,null,39.7,64.3,69.3,0,NA
151-200,UnitedStates,"University of California, Irvine",null,39.3,65.8,71.3,0,NA
151-200,UnitedStates,University of Chicago,null,43,62.8,69.9,0,NA
151-200,Portugal,University of Coimbra,null,44.4,59.5,72.7,0,NA
151-200,UnitedStates,University of Colorado Health Science Center,null,50.9,58.7,52.6,0,NA
151-200,Finland,University of Eastern Finland,null,41.3,59.5,82.9,0,NA
151-200,Sweden,University of Gothenburg,null,43,61.6,75.5,0,NA
151-200,Austria,University of Innsbruck,null,34,66.5,83,0,NA
151-200,Italy,University of Messina,null,41.1,63.3,62.4,0,NA
151-200,France,University of Montpellier,null,43.3,60.8,75.2,0,NA
151-200,Germany,University of Muenster,null,42,60.8,73.1,0,NA
151-200,Italy,University of Pisa,null,48.7,59.8,67.6,0,NA
151-200,Spain,University of Santiago Compostela,null,42.4,61.8,83.5,0,NA
151-200,Italy,University of Siena,null,40.9,63.8,73.1,0,NA
151-200,UnitedStates,University of South Florida,null,43.4,61.8,69.7,0,NA
151-200,Denmark,University of Southern Denmark,null,39.5,65.8,82.4,0,NA
151-200,Italy,University of Turin,null,45.8,61.3,63.2,0,NA
151-200,Spain,University of Valencia,null,44.9,60,68.5,0,NA
151-200,Austria,University of Vienna,null,40.6,60.6,81.7,0,NA
151-200,Netherlands,University of Wageningen,null,39.7,65.5,78.4,0,NA
151-200,Germany,University of Wuerzburg,null,42.5,62.1,81,0,NA
151-200,France,University Paris Diderot - Paris 7,null,45.7,59.3,66.5,0,NA
151-200,UnitedStates,Washington University in St. Louis,null,44.2,63.8,56.3,0,NA
151-200,UnitedStates,Wayne State University,null,46.6,63.1,59.3,0,NA
151-200,China,Wenzhou Medical University,null,54.4,56.8,40.3,0,NA
201-300,Egypt,Ain Shams University,null,41.3,54.9,74.6,0,NA
201-300,Egypt,Al-Azhar University,null,42.3,54.3,93.1,0,NA
201-300,Greece,Aristotle University of Thessaloniki,null,39.4,57.6,79.8,0,NA
201-300,Turkey,Ataturk University,null,41.7,63.3,53.5,0,NA
201-300,UnitedStates,Boston University,null,40.9,63.3,62.6,0,NA
201-300,UnitedStates,Brown University,null,39,61.6,58,0,NA
201-300,UnitedStates,Case Western Reserve University,null,41.5,62.3,59.2,0,NA
201-300,China-Taiwan,Chang Gung University,null,46.4,58.5,50.6,0,NA
201-300,China,China Medical University (Shenyang),null,48.1,54.6,47.4,0,NA
201-300,SouthKorea,Chungnam National University,null,49.7,50.1,56.6,0,NA
201-300,Canada,Dalhousie University,null,30.3,65.5,75.6,0,NA
201-300,China,Dalian Medical University,null,42.8,60.8,38.1,0,NA
201-300,Brazil,Federal University of Minas Gerais,null,50.2,53.7,55,0,NA
201-300,Brazil,Federal University of Rio de Janeiro,null,51.3,51,60.5,0,NA
201-300,Brazil,Federal University of Rio Grande do Sul,null,53.2,51.9,50,0,NA
201-300,Brazil,Federal University of Santa Catarina,null,46.6,56,59.5,0,NA
201-300,China,Fourth Military Medical University,null,48.6,57.6,42.6,0,NA
201-300,Australia,Griffith University,null,37.7,60,76.9,0,NA
201-300,SouthKorea,Hanyang University,null,44.9,58.7,44.7,0,NA
201-300,Iran,Islamic Azad University,null,63.8,44.1,36.1,0,NA
201-300,India,Jamia Hamdard University,null,47.8,55.4,46.6,0,NA
201-300,China,Jinan University,null,54.3,54,41.9,0,NA
201-300,China-Taiwan,Kaohsiung Medical University,null,51.4,54.3,49.4,0,NA
201-300,SouthKorea,Konkuk University,null,47.6,56.5,51.4,0,NA
201-300,Canada,Laval University,null,37.9,58.5,76.8,0,NA
201-300,UnitedKingdom,Liverpool John Moores University,null,28.9,66.5,87,0,NA
201-300,UnitedKingdom,London School of Hygiene & Tropical Medicine,null,28.8,65.5,95.3,0,NA
201-300,Sweden,Lund University,null,40.3,60,82.3,0,NA
201-300,Egypt,Mansoura University,null,41.7,56,84,0,NA
201-300,UnitedStates,Medical University of South Carolina,null,37.2,64.8,53,0,NA
201-300,China,Nankai University,null,40.3,61.1,51,0,NA
201-300,Singapore,Nanyang Technological University,null,29.5,65.8,83.6,0,NA
201-300,UnitedStates,North Carolina State University - Raleigh,null,39.2,63.6,51.5,0,NA
201-300,UnitedStates,Northeastern University (Boston),null,42.4,59.8,65.9,0,NA
201-300,UnitedStates,Oregon Health and Science University,null,38.8,62.6,49.2,0,NA
201-300,France,Paul Sabatier University (Toulouse 3),null,39.7,60.8,70.1,0,NA
201-300,UnitedStates,Pennsylvania State University - University Park,null,38.2,66.5,55.3,0,NA
201-300,Germany,RWTH Aachen University,null,31.8,64.1,77.9,0,NA
201-300,Germany,Saarland University,null,41.2,60.6,70.9,0,NA
201-300,Italy,Seconda Universita degli Studi di Napoli,null,36.7,65.8,61.3,0,NA
201-300,Iran,Shahid Beheshti University of Medical Sciences,null,56.2,47.8,37.8,0,NA
201-300,China,Shanghai University of Traditional Chinese Medicine,null,48.7,56.5,42.2,0,NA
201-300,China,Southern Medical University,null,47.6,57.1,46.1,0,NA
201-300,China-Taiwan,Taipei Medical University,null,49.4,55.4,47.7,0,NA
201-300,Germany,Technical University Munich,null,38.3,58.2,74.2,0,NA
201-300,Germany,Technical University of Dortmund,null,30.8,67.2,73.8,0,NA
201-300,NewZealand,The University of Auckland,null,41.8,58.5,81.7,0,NA
201-300,Canada,The University of Calgary,null,35.7,63.8,83.2,0,NA
201-300,UnitedKingdom,The University of Glasgow,null,32.8,66.2,84.6,0,NA
201-300,China-HongKong,The University of Hong Kong,null,43.3,59.5,70.3,0,NA
201-300,Australia,The University of New South Wales,null,41.1,57.1,74.8,0,NA
201-300,UnitedStates,The University of Texas Health Science Center at Houston,null,45.5,57.6,66.4,0,NA
201-300,UnitedStates,The University of Texas Health Science Center at San Antonio,null,42.1,60.3,58.4,0,NA
201-300,China,Tianjin Medical University,null,41,59.5,57.5,0,NA
201-300,Japan,Tohoku University,null,47.7,52.2,56.8,0,NA
201-300,China,Tsinghua University,null,34.9,68.6,58.9,0,NA
201-300,Germany,TU Dresden,null,34.5,61.3,77.9,0,NA
201-300,UnitedStates,Tufts University,null,39.3,63.3,65.6,0,NA
201-300,Brazil,UNESP,null,54.7,50.1,48.5,0,NA
201-300,France,Universite de Lille,null,41.4,58.2,67.5,0,NA
201-300,Belgium,Universit? libre de Bruxelles (ULB),null,37.1,58.7,85.3,0,NA
201-300,Ireland,University College Cork,null,30.3,65.8,77,0,NA
201-300,Ireland,University College Dublin,null,31.5,64.8,80.8,0,NA
201-300,UnitedStates,University of Alabama at Birmingham,null,42,60.3,57.8,0,NA
201-300,Portugal,University of Aveiro,null,37.6,62.3,72.2,0,NA
201-300,Italy,University of Cagliari,null,39.6,61.3,75.7,0,NA
201-300,SouthAfrica,University of Cape Town,null,36.9,60.3,91.7,0,NA
201-300,Italy,University of Catania,null,42.8,60,55.5,0,NA
201-300,UnitedStates,University of Cincinnati,null,44.7,59.5,51,0,NA
201-300,Germany,University of Cologne,null,39.4,61.8,72.3,0,NA
201-300,UnitedStates,University of Connecticut,null,43.5,58.7,52.2,0,NA
201-300,Greece,University of Crete,null,26.1,68.6,90.7,0,NA
201-300,Italy,University of Ferrara,null,41.8,56.5,74.5,0,NA
201-300,Germany,University of Freiburg,null,35.6,62.3,77.6,0,NA
201-300,Italy,University of Genoa,null,39.9,61.1,57.7,0,NA
201-300,Spain,University of Granada,null,37.9,61.1,63.6,0,NA
201-300,UnitedStates,University of Iowa,null,46.3,58.5,46.4,0,NA
201-300,Germany,University of Jena,null,36.4,62.8,77,0,NA
201-300,Pakistan,University of Karachi,null,55.1,42.3,68,0,NA
201-300,Slovenia,University of Ljubljana,null,44.6,54.9,73.8,0,NA
201-300,China-Macau,University of Macau,null,35.5,65.8,51.1,0,NA
201-300,Malaysia,University of Malaya,null,45.6,52.2,74.7,0,NA
201-300,Canada,University of Manitoba,null,38,59.5,78.7,0,NA
201-300,UnitedStates,University of Miami,null,35.6,63.6,62.9,0,NA
201-300,Austria,"University of Natural Resources and Life Sciences, Vienna",null,23.6,72.4,87,0,NA
201-300,NewZealand,University of Otago,null,39.2,56.5,84.4,0,NA
201-300,Canada,University of Ottawa,null,39.5,59.8,72.7,0,NA
201-300,Italy,University of Parma,null,39.6,60.8,75.1,0,NA
201-300,Italy,University of Pavia,null,37.1,61.6,65.1,0,NA
201-300,Italy,University of Salerno,null,37.2,60,71.2,0,NA
201-300,Canada,University of Saskatchewan,null,36.4,58.7,79.8,0,NA
201-300,Spain,University of Seville,null,39.6,60,57.6,0,NA
201-300,France,University of Strasbourg,null,39,61.6,77.4,0,NA
201-300,UnitedKingdom,University of Strathclyde,null,33.6,62.6,84.5,0,NA
201-300,Spain,University of the Basque Country,null,34.6,67.2,70.7,0,NA
201-300,UnitedStates,West Virginia University,null,34.8,68.3,54,0,NA
201-300,China,Wuhan University,null,47.3,57.4,49.4,0,NA
201-300,China,Xian Jiao Tong University,null,50.3,56.8,46.3,0,NA
201-300,SouthKorea,Yonsei University,null,52.7,51,44.7,0,NA
201-300,China,Zhengzhou University,null,51.7,53.4,34.6,0,NA
301-400,Egypt,Alexandria University,null,40.7,52.8,79.6,0,NA
301-400,India,Aligarh Muslim University,null,27,66.5,68.7,0,NA
301-400,China,Anhui Medical University,null,42,59.5,40.2,0,NA
301-400,China,Army Medical University,null,40.7,61.3,42.5,0,NA
301-400,Spain,Autonomous University of Madrid,null,31,59.3,73.3,0,NA
301-400,UnitedStates,Baylor University,null,21.8,71.5,61.8,0,NA
301-400,Israel,Ben-Gurion University of the Negev,null,29.8,65.1,69.7,0,NA
301-400,SouthKorea,Catholic University of Korea,null,46.8,51.6,42.1,0,NA
301-400,Italy,Catholic University of the Sacred Heart,null,41.8,56.8,49.2,0,NA
301-400,Japan,Chiba University,null,41.1,53.7,54,0,NA
301-400,China,China Agricultural University,null,40.1,55.4,53.1,0,NA
301-400,SouthKorea,Chonbuk National University,null,40.4,56.3,49.6,0,NA
301-400,China,Chongqing Medical University,null,40.2,55.7,44.8,0,NA
301-400,SouthKorea,Chonnam National University,null,42.9,51.6,51.7,0,NA
301-400,Thailand,Chulalongkorn University,null,39,53.7,66.6,0,NA
301-400,China-HongKong,City University of Hong Kong,null,22.6,67.7,77.3,0,NA
301-400,France,Claude Bernard University Lyon 1,null,41.5,54.9,71.3,0,NA
301-400,UnitedStates,Colorado State University,null,29,68.3,55.1,0,NA
301-400,UnitedStates,Dartmouth College,null,25.7,67.9,57.3,0,NA
301-400,Australia,Deakin University,null,23.3,67.4,87.5,0,NA
301-400,China,East China University of Science and Technology,null,39.2,57.6,39.6,0,NA
301-400,Brazil,Federal University of Santa Maria,null,43,53.4,51.9,0,NA
301-400,Brazil,Federal University of Sao Paulo,null,44.8,51.6,55.8,0,NA
301-400,SouthKorea,Gachon University,null,42.6,54.6,41.6,0,NA
301-400,UnitedStates,Georgetown University,null,33.9,57.9,63.7,0,NA
301-400,China,Harbin Medical University,null,44.9,53.7,46.3,0,NA
301-400,Japan,Hokkaido University,null,43.7,52.5,50,0,NA
301-400,China-HongKong,Hong Kong Baptist University,null,30.9,63.6,53.7,0,NA
301-400,UnitedStates,Indiana University Bloomington,null,25.2,68.1,58.3,0,NA
301-400,SouthKorea,Kangwon National University,null,43.2,56.8,46.8,0,NA
301-400,SouthKorea,Kyungpook National University,null,47.5,54.6,39.3,0,NA
301-400,Sweden,Linkoping University,null,26.7,66,76.2,0,NA
301-400,Italy,Marche Polytechnic University,null,27.3,65.8,65.4,0,NA
301-400,Austria,Medical University of Graz,null,27.1,64.3,71.4,0,NA
301-400,Austria,Medical University of Innsbruck,null,30.3,63.6,84.3,0,NA
301-400,UnitedStates,Michigan State University,null,41,56.3,66,0,NA
301-400,Russia,Moscow State University,null,27.6,62.1,78.2,0,NA
301-400,China-Taiwan,National Cheng Kung University,null,40.1,56.5,56.6,0,NA
301-400,France,National Polytechnic Institute of Toulouse,null,24,71.3,76.7,0,NA
301-400,China-Taiwan,National Yang Ming University,null,42.4,56.3,44,0,NA
301-400,Portugal,New University of Lisbon,null,34.4,59.3,77.2,0,NA
301-400,Norway,Norwegian University of Science and Technology - NTNU,null,28.5,62.8,78.2,0,NA
301-400,China,Ocean University of China,null,37.9,62.3,41,0,NA
301-400,Japan,Osaka University,null,47.1,52.5,47.3,0,NA
301-400,UnitedKingdom,Queen Mary University of London,null,29.6,64.8,79.6,0,NA
301-400,Hungary,Semmelweis University,null,39.6,54.9,72.2,0,NA
301-400,China,Southwest University,null,33.9,62.6,42.8,0,NA
301-400,Sweden,Stockholm University,null,30.7,62.8,82.3,0,NA
301-400,UnitedStates,Temple University,null,39,58.2,62.2,0,NA
301-400,Australia,The Australian National University,null,24.1,65.1,78.6,0,NA
301-400,Israel,The Hebrew University of Jerusalem,null,39.6,56,75.8,0,NA
301-400,Australia,The University of Adelaide,null,33.1,61.1,71.8,0,NA
301-400,UnitedStates,The University of Georgia,null,40.4,54.9,57.5,0,NA
301-400,UnitedStates,The University of New Mexico - Albuquerque,null,35.3,59.5,61.5,0,NA
301-400,UnitedKingdom,The University of Sheffield,null,27.9,67.2,72.7,0,NA
301-400,UnitedStates,The University of Texas at Austin,null,41.2,55.7,50.8,0,NA
301-400,UnitedStates,The University of Texas Medical Branch at Galveston,null,31.6,66.7,58.3,0,NA
301-400,UnitedStates,Thomas Jefferson University,null,31,63.8,60.2,0,NA
301-400,China,Tongji University,null,45.2,55.4,50.7,0,NA
301-400,Sweden,Umea University,null,29.9,64.6,74.9,0,NA
301-400,UnitedKingdom,University of Aberdeen,null,29.9,63.1,86.1,0,NA
301-400,UnitedStates,University of Arkansas Medical Sciences,null,38.3,61.3,48.1,0,NA
301-400,Italy,University of Bari,null,42.3,56.5,59,0,NA
301-400,Norway,University of Bergen,null,28.8,62.6,78.5,0,NA
301-400,Germany,University of Bochum,null,32,62.1,66.8,0,NA
301-400,Argentina,University of Buenos Aires,null,46.8,48.8,61.7,0,NA
301-400,Brazil,University of Campinas,null,48.6,50.1,48.9,0,NA
301-400,Italy,University of Chieti-Pescara,null,36.2,58.7,64.6,0,NA
301-400,UnitedKingdom,University of East Anglia,null,27.7,65.8,72,0,NA
301-400,Germany,University of Erlangen-Nuremberg,null,37.6,59.5,68.7,0,NA
301-400,UnitedKingdom,University of Exeter,null,22.4,71.3,76.7,0,NA
301-400,Germany,University of Halle-Wittenberg,null,35.3,58.7,71.3,0,NA
301-400,UnitedStates,University of Houston,null,35.3,58.7,57.2,0,NA
301-400,UnitedStates,University of Illinois at Urbana-Champaign,null,36.4,58.2,55.8,0,NA
301-400,Italy,University of Insubria,null,23.4,70.6,69.5,0,NA
301-400,SouthAfrica,University of KwaZulu-Natal,null,36.3,53.1,81,0,NA
301-400,UnitedKingdom,University of Leeds,null,33.8,61.6,75.1,0,NA
301-400,Germany,University of Leipzig,null,35.9,56.8,68.1,0,NA
301-400,Belgium,University of Liege,null,35.6,57.1,79.1,0,NA
301-400,France,"University of LorraineAdded on September 15, 2018",null,33,59.3,79.3,0,0
301-400,Italy,University of Milan - Bicocca,null,28.9,67,68.9,0,NA
301-400,UnitedStates,University of Louisville,null,34.3,60.3,61.6,0,NA
301-400,Spain,University of Navarra,null,30.7,63.6,71.1,0,NA
301-400,Italy,University of Modena and Reggio Emilia,null,34.4,60.8,69.4,0,NA
301-400,Germany,University of Regensburg,null,33.1,60.3,65,0,NA
301-400,Italy,University of Perugia,null,35.9,58.5,67.3,0,NA
301-400,UnitedStates,University of Rochester,null,36.8,62.3,55.2,0,NA
301-400,France,University of Rennes 1,null,30.8,61.1,74.9,0,NA
301-400,Australia,University of South Australia,null,37.2,58.5,74.6,0,NA
301-400,Malaysia,"University of Science, Malaysia",null,45.2,47.5,81,0,NA
301-400,UnitedStates,University of Virginia,null,33.4,58.2,65.7,0,NA
301-400,Italy,University of Trieste,null,29.4,61.3,76.9,0,NA
301-400,Croatia,University of Zagreb,null,37.1,54,69.6,0,NA
301-400,UnitedKingdom,University of York,null,24.1,66.2,77.5,0,NA
301-400,Belgium,Vrije Universiteit Brussel (VUB),null,34.1,57.9,84.7,0,NA
301-400,Malaysia,University Putra Malaysia,null,37.9,53.1,69.5,0,NA
301-400,UnitedStates,Washington State University,null,30.5,65.8,50.4,0,NA
301-400,UnitedStates,Wake Forest University,null,37.9,57.9,51.3,0,NA
301-400,UnitedStates,Yeshiva University,null,35.1,57.9,70.5,0,NA
301-400,Canada,Western University,null,32.4,59.5,69.2,0,NA
401-500,UnitedStates,Albert Einstein College of Medicine,null,32.4,57.4,69.4,0,NA
301-400,SouthKorea,Yeungnam University,null,44.4,55.1,48.2,0,NA
401-500,UnitedStates,Augusta University,null,28.1,62.6,69.2,0,NA
401-500,Egypt,Assiut University,null,36.7,49.4,88.5,0,NA
401-500,Egypt,Beni Suef University,null,30.7,54,79.8,0,NA
401-500,China,Beijing University of Chinese Medicine,null,40.7,51.6,43.2,0,NA
401-500,China-Taiwan,Chung Shan Medical University,null,34.1,62.6,29.8,0,NA
401-500,Italy,Brescia University,null,26.5,62.3,60.9,0,NA
401-500,SouthKorea,Chungbuk National University,null,42.5,53.1,43,0,NA
401-500,SouthKorea,Chung-Ang University,null,44.7,48.8,33.6,0,NA
401-500,SouthKorea,Dongguk University,null,43.7,51.9,44.6,0,NA
401-500,Pakistan,COMSATS Institute of Information Technology (CIIT),null,39.8,45.8,73.7,0,NA
401-500,China,East China Normal University,null,25.8,63.3,58.8,0,NA
401-500,UnitedStates,Drexel University,null,28.2,58.5,63.9,0,NA
401-500,Brazil,Federal University of Ceara,null,39.5,53.1,49.6,0,NA
401-500,SouthKorea,Ewha Womans University,null,40.7,53.4,46.3,0,NA
401-500,UnitedStates,Georgia Institute of Technology,null,23.2,68.1,59.8,0,NA
401-500,Brazil,Federal University of Parana,null,39.5,50.7,49.2,0,NA
401-500,China,Guangzhou Medical University,null,33.5,60,44.8,0,NA
401-500,UnitedStates,Georgia State University,null,28.6,57.4,80.8,0,NA
401-500,SouthKorea,Gyeongsang National University,null,34.6,53.7,55.2,0,NA
401-500,China,Guangzhou University of Chinese Medicine,null,38,57.4,37.8,0,NA
401-500,Germany,Hannover Medical School,null,33.5,56.5,67.4,0,NA
401-500,Turkey,Hacettepe University,null,40.4,48.8,55.2,0,NA
401-500,India,Indian Institute of Science,null,23.1,67.9,49.9,0,NA
401-500,China,Huazhong Agricultural University,null,31.9,59.5,53.3,0,NA
401-500,SouthKorea,Jeju National University,null,35.4,54.6,47.6,0,NA
401-500,SouthKorea,Inje university,null,40,51,49.6,0,NA
401-500,Japan,Kyushu University,null,44.7,49.1,51.3,0,NA
401-500,Japan,Kanazawa University,null,39.2,51.9,47.3,0,NA
401-500,UnitedStates,Louisiana State University - Baton Rouge,null,34.3,56,58.8,0,NA
401-500,China,Lanzhou University,null,44.2,50.4,39.8,0,NA
401-500,Poland,Medical University Lodz,null,35.7,55.4,60.9,0,NA
401-500,Italy,Magna Graecia University of Catanzaro,null,29.6,60.6,63.5,0,NA
401-500,Egypt,Minia University,null,28.2,54,89.4,0,NA
401-500,Poland,Medical University Warsaw,null,37.9,51.6,50.6,0,NA
401-500,China,Nanchang University,null,35.3,58.2,42.6,0,NA
401-500,Japan,Nagoya University,null,38.3,50.7,52.1,0,NA
401-500,China,Northwest A&F University,null,36.8,57.1,46.2,0,NA
401-500,Ireland,"National University of Ireland, Galway",null,24.2,61.3,78.9,0,NA
401-500,India,Panjab University,null,38.3,56,35.2,0,NA
401-500,Czech,Palack? University,null,30.8,58.2,68,0,NA
401-500,Australia,RMIT University,null,24.7,62.1,75.1,0,NA
401-500,Pakistan,Quaid-i-Azam University,null,35.9,53.4,71,0,NA
401-500,Canada,Simon Fraser University,null,24.1,62.6,74.8,0,NA
401-500,UnitedStates,Saint Louis University,null,22.2,64.8,68.5,0,NA
401-500,UnitedKingdom,St George's Hospital Medical School,null,24.9,63.3,77.7,0,NA
401-500,China,Southeast University,null,40.1,56,41,0,NA
401-500,Egypt,Suez Canal University,null,30.3,56.3,81.7,0,NA
401-500,SouthAfrica,Stellenbosch University,null,28.2,58.7,80.6,0,NA
401-500,Iran,Tabriz University of Medical Science,null,41.3,49.8,46.2,0,NA
401-500,UnitedKingdom,Swansea University,null,21.8,66.2,82,0,NA
401-500,UnitedStates,Texas A&M Health Science Center,null,26.2,61.6,62.2,0,NA
401-500,Israel,Technion-Israel Institute of Technology,null,26.5,60.6,66.9,0,NA
401-500,UnitedStates,Texas Tech University,null,34.3,56.5,59.6,0,NA
401-500,UnitedStates,Texas A&M University,null,31.8,57.6,69.3,0,NA
401-500,China-HongKong,The Hong Kong Polytechnic University,null,27.5,59.8,61.3,0,NA
401-500,UnitedStates,The George Washington University,null,27,61.3,61.5,0,NA
401-500,UnitedKingdom,The University of Reading,null,20.9,65.3,67.1,0,NA
401-500,Australia,"The University of Newcastle, Australia",null,29.8,55.1,74.3,0,NA
401-500,Spain,Universidade da Coruna,null,24.4,63.1,76.9,0,NA
401-500,UnitedArabEmirates,United Arab Emirates University,null,24.8,57.1,98.3,0,NA
401-500,Malaysia,Universiti Teknologi MARA,null,28,57.4,78.3,0,NA
401-500,Brazil,Universidade Estadual de Londrina,null,29.3,62.8,51.8,0,NA
401-500,Spain,University of Alcal?,null,24.4,63.1,68.7,0,NA
401-500,UnitedStates,University at Albany (State University of New York),null,28.5,62.6,57.2,0,NA
401-500,Italy,University of Calabria,null,29.2,59.5,66.7,0,NA
401-500,UnitedKingdom,University of Bath,null,28.6,55.4,81.2,0,NA
401-500,Chile,University of Chile,null,28.9,56,75.2,0,NA
401-500,Italy,University of Camerino,null,30.3,57.1,71.6,0,NA
401-500,UnitedStates,University of Colorado at Denver,null,21.7,66.7,57.8,0,NA
401-500,UnitedStates,University of Colorado at Boulder,null,26.4,63.3,53.7,0,NA
401-500,Italy,University of Eastern Piedmont,null,27.9,57.6,70.1,0,NA
401-500,India,University of Delhi,null,35.7,55.1,57.3,0,NA
401-500,UnitedKingdom,University of Greenwich,null,25.1,61.6,83,0,NA
401-500,France,University of Franche-Comte,null,23.3,61.1,83.6,0,NA
401-500,Germany,University of Kiel,null,29.9,56.5,68.7,0,NA
401-500,Canada,University of Guelph,null,28.2,58.7,71.7,0,NA
401-500,UnitedKingdom,University of Leicester,null,27.9,57.9,79.2,0,NA
401-500,Germany,University of Konstanz,null,21.4,63.8,87.3,0,NA
401-500,UnitedStates,University of Missouri - Columbia,null,30.1,60,54.1,0,NA
401-500,UnitedStates,"University of Maryland, College Park",null,28,60.6,61.8,0,NA
401-500,UnitedStates,University of Oklahoma Health Sciences Center,null,31.2,61.1,43.2,0,NA
401-500,UnitedStates,University of Missouri-Kansas City,null,30.7,61.8,45.1,0,NA
401-500,Greece,University of Patras,null,29.2,58.7,74.1,0,NA
401-500,Finland,University of Oulu,null,21.2,62.6,80.3,0,NA
401-500,Hungary,University of Szeged,null,39.1,50.7,72.6,0,NA
401-500,UnitedStates,University of South Carolina - Columbia,null,29.8,62.3,54.2,0,NA
401-500,Greece,University of Thessaly,null,23.6,62.3,77.9,0,NA
401-500,Australia,University of Technology Sydney,null,26,59.3,79.5,0,NA
401-500,Portugal,University of Tras-os-Montes & Alto Douro,null,21.5,69.7,57.4,0,NA
401-500,Japan,University of Toyama,null,41.4,48.2,63.6,0,NA
401-500,Finland,University of Turku,null,30.5,56.8,80.7,0,NA
401-500,Norway,University of Tromso,null,29.2,55.7,80.4,0,NA
401-500,UnitedKingdom,University of Warwick,null,21.2,64.3,81,0,NA
