World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
301-400,France,University of La Rochelle,null,21.4,75.5,85,16.7,0
301-400,Colombia,University of Los Andes (Colombia),null,23.7,64.5,84.3,23.6,0
301-400,Germany,University of Mainz,null,27.6,61.1,67.3,23.6,0
301-400,France,University of Montpellier,null,44,74.1,71.6,0,0
301-400,UnitedStates,University of Oklahoma - Norman,null,27.5,66.9,66.2,16.7,0
301-400,Italy,University of Palermo,null,37.4,76.4,77.7,0,0
301-400,Canada,University of Quebec Montreal,null,23.4,74.6,87.6,16.7,0
301-400,UnitedStates,University of Rochester,null,28.1,68.4,63.5,16.7,0
301-400,France,University of Rouen,null,23.3,72.8,84,16.7,0
301-400,Spain,University of Santiago Compostela,null,36.5,77.2,78.2,0,0
301-400,China,University of Science and Technology Beijing,null,28.6,87.5,50.1,0,0
301-400,UnitedKingdom,University of Southampton,null,35,62.3,80.3,16.7,0
301-400,Germany,University of Stuttgart,null,40.2,70.1,69.5,0,0
301-400,Finland,University of Turku,null,28.7,67.8,75.3,16.7,0
301-400,Germany,University of Ulm,null,34.5,64.8,71.8,16.7,0
301-400,France,University of Versailles Saint-Quentin-en-Yvelines,null,31.3,68.2,67.5,16.7,0
301-400,Australia,University of Wollongong,null,27.9,84.2,79.3,0,0
301-400,Poland,University of Wroclaw,null,35.7,64.5,68.1,16.7,0
301-400,UnitedKingdom,University of York,null,27.1,65.5,76.3,23.6,0
301-400,Croatia,University of Zagreb,null,49.4,62.2,68.4,0,0
301-400,UnitedStates,Utah State University,null,23.9,89.2,79.7,0,0
301-400,Australia,Victoria University,null,26.8,83.9,84.7,0,0
301-400,Belgium,Vrije Universiteit Brussel (VUB),null,26.7,65.5,77.5,16.7,0
301-400,Poland,Warsaw University of Technology,null,36.4,64,58.9,16.7,0
301-400,UnitedStates,Washington University in St. Louis,null,28.4,68.7,55.2,16.7,0
301-400,China,Xi'an Jiaotong University,null,52.3,67.3,48.6,0,0
301-400,China,Yantai University,null,24.9,92.8,64.5,0,0
301-400,Canada,York University,null,37,71.5,83.5,0,0
301-400,China,Yunnan Normal University,null,25.1,100,40.7,0,0
401-500,Poland,Adam Mickiewicz University,null,40.6,63.3,73,0,0
401-500,Turkey,Atilim University,null,33.7,69.1,83.4,0,0
401-500,China,Beijing University of Posts and Telecommunications,null,29.7,80.1,48.2,0,0
401-500,UnitedStates,Binghamton University,null,22.4,57.1,61,28.9,0
401-500,UnitedStates,Boston University,null,27.3,60.6,60.1,23.6,0
401-500,UnitedStates,Brigham Young University,null,31.2,60.9,64.5,16.7,0
401-500,Egypt,Cairo University,null,30.8,72.6,79.6,0,0
401-500,SouthKorea,Chung-Ang University,null,23.3,88,60.8,0,0
401-500,UnitedStates,City University of New York City College,null,23.2,63.3,67.6,23.6,0
401-500,Slovakia,Comenius University in Bratislava,null,30.5,77.5,79.3,0,0
401-500,Pakistan,COMSATS University Islamabad,null,41.8,61.6,79.3,0,0
401-500,UnitedStates,Dartmouth College,null,26.9,66.6,66.9,16.7,0
401-500,Brazil,Federal University of Rio Grande do Sul,null,25.3,65.6,71,16.7,0
401-500,Belgium,Ghent University,null,47.9,59.9,72.4,0,0
401-500,Austria,Graz University of Technology,null,37.6,67.8,81.9,0,0
401-500,SouthKorea,Gyeongsang National University,null,41.6,63,89.1,0,0
401-500,Belgium,Hasselt University,null,21.8,67.3,83.7,16.7,0
401-500,China,Hohai University,null,37.1,75,43.4,0,0
401-500,SouthKorea,INHA University,null,27.1,79.4,77.9,0,0
401-500,China,Inner Mongolia University for Nationalities,null,22.8,87.9,40.8,0,0
401-500,France,Institut National Polytechnique de Grenoble,null,34.6,75.4,64.3,0,0
401-500,UnitedStates,Iowa State University,null,36.5,71.4,64.2,0,0
401-500,China,Jiangnan University,null,27.4,82.7,51.7,0,0
401-500,China,Jilin University,null,51,63.7,40.9,0,0
401-500,Germany,Karlsruhe Institute of Technology (KIT),null,43.7,63.4,69.9,0,0
401-500,Turkey,Kirikkale University,null,23.7,85.2,71.3,0,0
401-500,China,Lanzhou University of Technology,null,24.5,89.3,33.7,0,0
401-500,UnitedKingdom,Loughborough University,null,24.6,79,79.5,0,0
401-500,Australia,Macquarie University,null,31.1,70.8,80.6,0,0
401-500,Egypt,Mansoura University,null,32.8,69.7,80,0,0
401-500,Russia,Moscow Institute of Physics and Technology,null,47.7,65.4,49.6,0,0
401-500,China,Nanjing University of Aeronautics and Astronautics,null,41.5,71.6,48.5,0,0
401-500,China,Nanjing University of Information Science & Technology,null,34.4,79,47.6,0,0
401-500,China,Nanjing University of Posts and Telecommunications,null,23.7,90.2,44.9,0,0
401-500,Singapore,Nanyang Technological University,null,42.3,63.2,84,0,0
401-500,Ireland,"National University of Ireland, Galway",null,35.3,66.1,90.5,0,0
401-500,UnitedKingdom,Newcastle University,null,24.2,63.7,84.9,16.7,0
401-500,China,Ningbo University,null,27.4,81.5,50.5,0,0
401-500,China,North China Electric Power University,null,32.4,76.5,54.6,0,0
401-500,China,Northeast Normal University,null,40.5,74.5,45.3,0,0
401-500,China,Qingdao University,null,23,87.9,52.5,0,0
401-500,China,Shanghai Normal University,null,45.3,64.6,56.8,0,0
401-500,Slovakia,Slovak University of Technology in Bratislava,null,24.8,78.7,83.5,0,0
401-500,China,Soochow University (China),null,45.7,65.8,48.5,0,0
401-500,China,South China Normal University,null,53,63.7,36.9,0,0
401-500,China,Taiyuan University of Technology,null,30.2,77.2,70.7,0,0
401-500,Denmark,Technical University of Denmark,null,32.7,69,80.4,0,0
401-500,Australia,The University of Adelaide,null,31.9,75,73.8,0,0
401-500,Canada,The University of Calgary,null,33.6,55.9,78.8,16.7,0
401-500,China-HongKong,The University of Hong Kong,null,36.8,69.3,60.2,0,0
401-500,Australia,The University of Melbourne,null,34.8,72.1,78.4,0,0
401-500,UnitedStates,The University of Texas at Arlington,null,24.6,82.4,81.4,0,0
401-500,Japan,Tokyo University of Science,null,37.6,71.4,51.7,0,0
401-500,Germany,TU Dresden,null,37.4,68.6,71,0,0
401-500,Sweden,Umea University,null,23.8,79.4,83.9,0,0
401-500,Brazil,UNESP,null,32.7,55.3,70.3,16.7,0
401-500,Norway,University of Agder,null,22.5,81.6,91,0,0
401-500,Serbia,University of Belgrade,null,46.3,61.9,72.9,0,0
401-500,UnitedKingdom,University of Birmingham,null,40.4,67.2,75.2,0,0
401-500,Argentina,University of Buenos Aires,null,41.6,63.6,68,0,0
401-500,UnitedStates,"University of California, Riverside",null,33.6,74.9,62.4,0,0
401-500,Portugal,University of Coimbra,null,39.4,62.3,81.2,0,0
401-500,UnitedStates,University of Delaware,null,32.1,75,69.9,0,0
401-500,France,University of Franche-Comte,null,29.3,77.5,75.5,0,0
401-500,UnitedStates,University of Houston,null,36.4,69,71,0,0
401-500,Italy,University of Insubria,null,26.8,79.3,74.7,0,0
401-500,Germany,University of Jena,null,38.2,71,70.4,0,0
401-500,SouthAfrica,University of Johannesburg,null,33,69.5,79,0,0
401-500,Serbia,University of Kragujevac,null,22.2,80.1,82.2,0,0
401-500,UnitedKingdom,University of Leicester,null,24.2,78.3,81.2,0,0
401-500,Germany,University of Magdeburg,null,28.5,75.7,74.9,0,0
401-500,Germany,University of Munich,null,31.4,73.8,71,0,0
401-500,UnitedStates,University of North Carolina at Chapel Hill,null,33.2,73.2,63.8,0,0
401-500,UnitedStates,University of North Carolina at Charlotte,null,26,78.5,76,0,0
401-500,Czech,University of Ostrava,null,26.4,78,74.4,0,0
401-500,Canada,University of Ottawa,null,35.1,57.3,68.4,16.7,0
401-500,France,University of Perpignan,null,32.1,69.8,82.6,0,0
401-500,France,University of Poitiers,null,28.6,62.4,73.9,16.7,0
401-500,Germany,University of Potsdam,null,23.8,61.8,83.4,16.7,0
401-500,Slovenia,University of Primorska,null,36.7,67.5,81.5,0,0
401-500,Italy,University of Salerno,null,34.5,72.7,77.9,0,0
401-500,China,University of Shanghai for Science and Technology,null,35,75.6,39.5,0,0
401-500,UnitedStates,University of South Carolina - Columbia,null,32.5,76.6,70.4,0,0
401-500,UnitedKingdom,University of Strathclyde,null,30.5,73.2,84,0,0
401-500,UnitedKingdom,University of Surrey,null,25.8,61.5,70.5,16.7,0
401-500,UnitedKingdom,University of Sussex,null,23.5,80.7,82.5,0,0
401-500,UnitedStates,University of Tennessee - Knoxville,null,33.8,72.5,64,0,0
401-500,Uruguay,University of the Republic - Uruguay,null,25.2,59.6,77.5,23.6,0
401-500,Italy,University of Trento,null,36,69.6,63.5,0,0
401-500,Spain,University of Zaragoza,null,40.2,66.3,69.1,0,0
401-500,Lithuania,Vilnius University,null,40.8,55.9,52.2,16.7,0
401-500,UnitedStates,Virginia Polytechnic Institute and State University,null,37,70.9,66.3,0,0
401-500,Netherlands,VU University Amsterdam,null,25.4,61.8,83.6,16.7,0
401-500,Japan,Waseda University,null,42.1,69.1,60.5,0,0
401-500,Canada,Western University,null,36,69.5,76.9,0,0
401-500,China,Yunnan University of Finance and Economics,null,23.8,90.1,51.4,0,0
physics,2019,,,,,,,
1,UnitedStates,Massachusetts Institute of Technology (MIT),391.2,88.3,87.1,79.3,100,100
2,UnitedStates,Stanford University,351.4,80.2,94.2,79.7,81.5,79.5
3,Japan,The University of Tokyo,350.4,100,70.6,72,95.7,69.7
4,UnitedStates,"University of California, Berkeley",348.4,89.8,88,81.4,87.9,66.4
5,UnitedStates,University of Chicago,339.4,82.5,87.1,80.1,94.5,59.4
6,UnitedStates,California Institute of Technology,336.9,84.8,90,84,66.7,78.6
7,UnitedStates,Princeton University,335.9,71.5,88.4,78.6,79.8,80.4
8,UnitedStates,Harvard University,331.8,88.4,84.9,84.4,78.6,63
9,France,University of Paris-Sud (Paris 11),302.4,78.2,81.8,86.4,88.7,36.4
10,UnitedKingdom,The University of Edinburgh,299,59.8,92.1,91.4,69.4,59.4
11,France,Sorbonne University,294.3,99.3,78.2,87,99.4,0
12,UnitedStates,"University of California, Santa Barbara",294.1,58.5,91.6,77.2,57.9,70.7
13,UnitedStates,University of Colorado at Boulder,293.3,61.3,80.2,75.8,59.4,77.2
14,UnitedKingdom,The University of Manchester,289.5,59.6,82.7,89,56.7,72.8
15,UnitedStates,University of Washington,283.1,55.9,94.5,79.4,53.8,63
16,UnitedKingdom,University of Cambridge,269.5,88.4,84,86.5,79.8,0
17,UnitedStates,Cornell University,267.9,53.4,85.4,77.1,49.5,64.2
18,UnitedKingdom,University of Oxford,267.3,78,87.2,87.9,84.5,0
19,UnitedStates,University of Illinois at Urbana-Champaign,266.1,62.1,88.8,75.8,58,42
20,UnitedStates,"University of Maryland, College Park",259.5,72.9,86.5,78.7,84.3,0
21,UnitedStates,Columbia University,259,55.6,97.8,82.4,54.8,34.3
22,Germany,University of Munich,251.8,58.5,88.4,87.4,61.7,25.7
23,France,University Paris Diderot - Paris 7,251.7,72.1,89.7,90.4,71.9,0
24,Belgium,Universit? libre de Bruxelles (ULB),250.4,42,87.8,89.3,43.3,59.4
25,China,Tsinghua University,249,88.8,72.7,62.8,75,0
26,Japan,Nagoya University,248.6,63.1,64.7,69.5,47.5,59.4
27,France,Ecole Normale Superieure - Paris,247,38.2,91.3,83.1,52.4,48.5
28,Italy,Sapienza University of Rome,246.6,66.1,88.1,88,74.9,0
29,UnitedStates,"University of California, Irvine",243,49.9,85.1,82.2,49.5,42
30,UnitedKingdom,Imperial College London,242.5,70.8,81.2,85.8,73.3,0
31,Australia,The Australian National University,242,55.9,84.4,88.2,42,42
32,France,Universit? Grenoble Alpes,241.5,77.9,72.2,84.9,74.4,0
33,Japan,Kyoto University,240.8,75.7,65.1,68.1,60.6,25.7
34,Switzerland,Swiss Federal Institute of Technology Zurich,240.2,70.2,80.3,86.8,72.3,0
35,China,University of Science and Technology of China,237.9,85.3,66.7,62.5,73.4,0
36,UnitedStates,Johns Hopkins University,237.1,61.1,80.9,81.3,49.2,29.7
37,Italy,University of Padua,234.8,62.6,90.3,91,63.7,0
38,Switzerland,Swiss Federal Institute of Technology Lausanne,232.2,62.7,83.9,87.1,68.2,0
39,China,Peking University,231.8,83.7,69.2,68,65.3,0
40,Switzerland,University of Geneva,231.7,57.9,89.1,93.3,66.1,0
41,UnitedStates,University of Michigan-Ann Arbor,231.2,72.8,81.2,77.7,61.7,0
42,UnitedKingdom,University College London,230.7,71.1,82.7,87.8,59.4,0
43,France,ESPCI ParisTech,229,29.6,100,74.2,42.6,42
43,UnitedStates,University of Pennsylvania,229,45.8,84.7,78.9,46.3,36.4
45,Russia,Moscow State University,228,81.6,66.6,74.8,64.8,0
46,UnitedStates,The Ohio State University - Columbus,227.7,61.1,88,83.4,62,0
47,Italy,University of Roma - Tor Vergata,226.2,50.8,100,91.2,57.2,0
48,UnitedStates,Yale University,226,53.9,91.6,85.4,63.4,0
49,UnitedStates,Brown University,224.9,39.3,86.9,80.7,40.6,42
50,UnitedStates,"University of California, Los Angeles",224,64.8,77.5,80.9,65.6,0
51-75,France,Aix Marseille University,null,66.1,76.2,86.3,55.4,0
51-75,Spain,Autonomous University of Madrid,null,53.8,82.3,90.6,54.5,0
51-75,Germany,Heidelberg University,null,60,86.2,89.5,58.9,0
51-75,UnitedStates,Northwestern University,null,53.9,92.8,73.9,52.4,0
51-75,UnitedStates,Pennsylvania State University - University Park,null,61.4,82.2,78.2,48.2,0
51-75,Netherlands,Radboud University Nijmegen,null,45.9,99.5,93.7,46.4,0
51-75,China-HongKong,The Chinese University of Hong Kong,null,36.9,91.6,75.5,33.3,36.4
51-75,UnitedKingdom,The University of Glasgow,null,46.8,90.9,91,58,0
51-75,UnitedStates,The University of Texas at Austin,null,64.8,81.4,77.7,57.2,0
51-75,UnitedKingdom,University of Birmingham,null,45,99.7,92.2,57.9,0
51-75,Italy,University of Bologna,null,56.8,84.3,90.9,59.5,0
51-75,Germany,University of Bonn,null,47.1,85.8,90.5,46.8,21
51-75,Canada,University of British Columbia,null,53.1,90,88,55.6,0
51-75,UnitedStates,"University of California, San Diego",null,58,78.8,76.4,54.2,0
51-75,Denmark,University of Copenhagen,null,52.7,95.5,94.1,51.1,0
51-75,Italy,University of Genoa,null,43.7,95.9,92.4,56.3,0
51-75,Germany,University of Hamburg,null,52.8,88.2,86.9,58.6,0
51-75,Germany,University of Mainz,null,48.8,82.9,90.3,62.9,0
51-75,UnitedStates,"University of Minnesota, Twin Cities",null,54.1,88.7,79,57.9,0
51-75,Italy,University of Pisa,null,49.6,95.5,90,60.8,0
51-75,Canada,University of Toronto,null,58.9,95.1,85.9,48.7,0
51-75,Poland,University of Warsaw,null,51.3,90.6,86.1,47.8,0
51-75,UnitedStates,University of Wisconsin - Madison,null,59.7,81.9,80,61.4,0
51-75,Sweden,Uppsala University,null,54.1,72.3,90.8,48,29.7
51-75,Israel,Weizmann Institute of Science,null,45.7,87,89.1,56,0
76-100,France,Claude Bernard University Lyon 1,null,50.5,85.2,85.9,52.7,0
76-100,France,Ecole Polytechnique,null,51.8,74.9,86.3,57.2,0
76-100,Germany,Karlsruhe Institute of Technology (KIT),null,58,71.8,82.4,56.9,0
76-100,UnitedStates,Michigan State University,null,50.1,80.1,82,59.4,0
76-100,Singapore,National University of Singapore,null,62.6,70.7,80.1,49.7,0
76-100,UnitedStates,Purdue University - West Lafayette,null,56.6,76.3,73.8,54.4,0
76-100,Germany,RWTH Aachen University,null,50.1,82.8,81.4,53,0
76-100,Italy,Scuola Normale Superiore - Pisa,null,40.9,88.5,91.7,53.8,0
76-100,SouthKorea,Seoul National University,null,64.5,72.1,68.7,54.7,0
76-100,China,Shanghai Jiao Tong University,null,71.1,66.2,65.1,51.6,0
76-100,Germany,Technical University Munich,null,55.6,73.6,84,54.8,0
76-100,UnitedStates,Texas A&M University,null,54.9,74.6,82.8,54.1,0
76-100,UnitedKingdom,University of Bristol,null,47.7,81,88.1,55.4,0
76-100,UnitedStates,"University of California, Davis",null,47.4,89.9,82.4,49.2,0
76-100,UnitedStates,University of Florida,null,47.9,86.4,81.4,48.7,0
76-100,UnitedKingdom,University of Liverpool,null,44.1,82,92.5,57,0
76-100,Italy,University of Milan,null,45.7,88.4,88.5,51.6,0
76-100,Italy,University of Naples Federico II,null,48.2,91.2,89.7,47,0
76-100,UnitedStates,University of Rochester,null,46.1,81.1,81,62.1,0
76-100,France,University of Savoy,null,38.7,93,93.7,50,0
76-100,UnitedKingdom,University of Southampton,null,57.7,85.4,87.1,45,0
76-100,UnitedStates,University of Tennessee - Knoxville,null,47.2,83.2,82.4,56.3,0
76-100,Italy,University of Trieste,null,40.7,93.5,93.2,46.3,0
76-100,UnitedKingdom,University of Warwick,null,50.1,79.4,89.3,54.1,0
76-100,Switzerland,University of Zurich,null,40.8,92.8,92.9,52.7,0
76-100,Netherlands,Utrecht University,null,33.6,72,81.9,35,42
101-150,Spain,Autonomous University of Barcelona,null,47.3,79.3,89.9,44.8,0
101-150,UnitedStates,Boston University,null,48.6,80.8,84.6,50.2,0
101-150,UnitedStates,Carnegie Mellon University,null,41.7,86.5,81.4,46.6,0
101-150,Czech,Charles University in Prague,null,51.3,74.6,89.7,51.6,0
101-150,UnitedStates,Duke University,null,44.1,84.3,79.2,48,0
101-150,UnitedStates,Florida State University,null,44.3,84.6,82.7,49,0
101-150,UnitedStates,Indiana University Bloomington,null,39.2,89.2,86.1,51.4,0
101-150,France,Institut National Polytechnique de Grenoble,null,49.3,82.5,84.9,47.7,0
101-150,Italy,International School for Advanced Studies,null,40.6,97.8,88.5,39.6,0
101-150,UnitedKingdom,King's College London,null,36.9,100,85.5,35.9,0
101-150,Sweden,KTH Royal Institute of Technology,null,58.9,68.5,90.1,44.6,0
101-150,Sweden,Lund University,null,47.8,81.7,90,44.8,0
101-150,Canada,McGill University,null,49.1,85.5,85.7,40,0
101-150,Russia,Moscow Engineering Physics Institute,null,56.8,69.7,75.6,48.7,0
101-150,China,Nanjing University,null,73.9,64.2,61.6,47.8,0
101-150,Greece,National and Kapodistrian University of Athens,null,41,84.7,92.3,46.1,0
101-150,Russia,Novosibirsk State University,null,51.2,71.8,78.8,57.5,0
101-150,Japan,Osaka University,null,70.6,59.2,65.7,51.8,0
101-150,UnitedStates,Rice University,null,43.4,85.9,82.5,51.6,0
101-150,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,45.3,77.8,82.5,56.7,0
101-150,Sweden,Stockholm University,null,48.2,88.6,93.7,43.3,0
101-150,UnitedStates,Stony Brook University,null,46.6,82.8,82.8,50.6,0
101-150,UnitedStates,Syracuse University,null,27.9,100,88,45.7,0
101-150,Germany,Technical University of Dortmund,null,38.2,82.8,90.6,49.7,0
101-150,Israel,Tel Aviv University,null,49.4,79.5,85.2,49.3,0
101-150,Australia,The University of Adelaide,null,36.8,100,89.1,35.9,0
101-150,Australia,The University of Melbourne,null,46.1,90.6,86,41.6,0
101-150,UnitedKingdom,The University of Sheffield,null,45.1,90.3,84.2,36.8,0
101-150,Japan,Tohoku University,null,73.1,58.1,64.2,54.2,0
101-150,Germany,TU Dresden,null,52.8,71.5,82.4,49.5,0
101-150,Ireland,University College Dublin,null,35,88.3,95.5,46.4,0
101-150,Netherlands,University of Amsterdam,null,46.9,86.9,92.8,41.6,0
101-150,UnitedStates,University of Arizona,null,60.4,75.3,82.4,40.8,0
101-150,Spain,University of Barcelona,null,48.5,74.5,89,49,0
101-150,Switzerland,University of Bern,null,43.1,89,93.7,41.2,0
101-150,UnitedStates,"University of California, Santa Cruz",null,48.4,92.8,87.8,31,0
101-150,Finland,University of Helsinki,null,44.2,89.2,91.2,40.2,0
101-150,Austria,University of Innsbruck,null,37.7,87.6,93.2,53.2,0
101-150,UnitedStates,University of Massachusetts Amherst,null,43.5,93.5,87.1,42,0
101-150,Norway,University of Oslo,null,43.5,89.1,93.5,40.8,0
