World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
16,Canada,University of British Columbia,233.3,64.5,83.6,75.7,58.1,NA
17,UnitedStates,"University of California, Berkeley",228.3,54.8,88.4,59.5,64,NA
18,Netherlands,Radboud University Nijmegen,227.9,65.8,78.5,76.8,54.9,NA
19,UnitedKingdom,University of Oxford,222.9,64,83.6,78.6,51.5,NA
20,UnitedStates,The University of Texas at Austin,220.1,59.3,84.1,51.3,56,NA
21,UnitedStates,"University of California, San Diego",219.9,65.2,81.4,59.2,50.3,NA
22,UnitedStates,University of Chicago,219.1,51.8,85.5,55.3,62.1,NA
23,Netherlands,VU University Amsterdam,217.6,64.8,78.8,73.7,49.1,NA
24,Netherlands,Utrecht University,216.3,66.8,78.8,68.7,46.6,NA
25,UnitedStates,Cornell University,215.9,54.8,85.2,55.4,57,NA
26,UnitedStates,University of Illinois at Urbana-Champaign,211.2,61.1,81.9,48.7,49.1,NA
27,UnitedKingdom,King's College London,210.7,69.5,83.6,75.5,38,NA
28,Netherlands,University of Groningen,209.6,63.6,81.6,74.4,43.9,NA
29,UnitedStates,University of Virginia,208.9,48.5,91.2,50.4,57,NA
30,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",208.4,64.1,82.8,49.3,43.9,NA
31,UnitedStates,Pennsylvania State University - University Park,205.6,72.5,79.4,49.8,34.7,NA
32,Belgium,KU Leuven,204.2,66.1,79.7,82.6,38,NA
33,UnitedStates,University of Washington,204.1,67.2,83.3,45.6,38,NA
34,UnitedStates,"University of California, Davis",203,57.4,86.8,56.4,45.3,NA
35,UnitedStates,University of Wisconsin - Madison,202.3,59.3,86,44.9,43.9,NA
36,UnitedStates,Vanderbilt University,202.1,54.7,86.5,49.7,47.8,NA
37,Australia,The University of Queensland,201.3,63.3,74.9,73.2,41.1,NA
38,UnitedStates,Arizona State University,197.8,64.9,82.8,45,36.4,NA
39,UnitedStates,University of Southern California,196.6,53.6,82.2,52.2,46.6,NA
40,UnitedStates,Johns Hopkins University,196.2,62,77.9,47.9,39.6,NA
40,UnitedStates,"University of California, Irvine",196.2,43.7,85.7,55.5,54.9,NA
40,UnitedStates,University of North Carolina at Chapel Hill,196.2,65.2,83,48.1,34.7,NA
43,UnitedStates,Michigan State University,194.4,57.7,87.6,47.9,39.6,NA
44,UnitedStates,Princeton University,192.3,34.2,91.7,64,59.1,NA
45,UnitedStates,Florida State University,191.8,57.6,83.3,44.8,39.6,NA
46,Netherlands,Erasmus University Rotterdam,191.3,50.6,84.9,71.6,43.9,NA
47,Australia,The University of New South Wales,190.1,59.5,78.8,69.4,36.4,NA
48,UnitedStates,Washington University in St. Louis,189.9,51.4,83.3,52.8,43.9,NA
49,Belgium,Ghent University,188.5,60.6,81.4,75.8,32.9,NA
50,UnitedStates,Indiana University Bloomington,185.5,51.5,82.5,54,41.1,NA
50,Netherlands,Leiden University,185.5,53.3,79.4,65.8,39.6,NA
51-75,UnitedStates,Boston University,null,57.8,79.4,48.9,26.9,NA
51-75,UnitedStates,Brown University,null,56.8,77.9,41.3,38,NA
51-75,UnitedStates,Carnegie Mellon University,null,37.5,83.3,58.1,46.6,NA
51-75,UnitedStates,Emory University,null,52.9,79.4,45.2,36.4,NA
51-75,Germany,Humboldt University of Berlin,null,52.1,79.7,73.9,32.9,NA
51-75,Sweden,Karolinska Institute,null,47.5,80,80,38,NA
51-75,UnitedStates,Massachusetts Institute of Technology (MIT),null,33.2,100,60.3,47.8,NA
51-75,Canada,McGill University,null,60.2,76.2,75.2,32.9,NA
51-75,UnitedStates,Purdue University - West Lafayette,null,49.9,82.5,47.2,39.6,NA
51-75,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,46.7,76.7,49.7,36.4,NA
51-75,UnitedStates,Temple University,null,47.3,81.6,44.3,34.7,NA
51-75,UnitedKingdom,The University of Edinburgh,null,49.4,83.9,74.6,36.4,NA
51-75,Australia,The University of Melbourne,null,55.2,76.5,71.6,26.9,NA
51-75,UnitedStates,"University of California, San Francisco",null,49.2,83.9,53.1,32.9,NA
51-75,UnitedKingdom,University of Cambridge,null,55.7,84.9,78.2,32.9,NA
51-75,UnitedStates,University of Colorado at Boulder,null,44.2,89.4,52.3,42.5,NA
51-75,UnitedStates,University of Florida,null,55.7,74.6,50.1,29,NA
51-75,UnitedStates,University of Illinois at Chicago,null,48.4,86.5,42.5,32.9,NA
51-75,UnitedStates,University of Iowa,null,50.7,81.1,44.8,41.1,NA
51-75,UnitedStates,"University of Maryland, College Park",null,59,79.7,53,31,NA
51-75,UnitedStates,University of Rochester,null,43.2,88.6,56.7,38,NA
51-75,Canada,University of Waterloo,null,41.1,78.8,63.7,45.3,NA
51-75,Switzerland,University of Zurich,null,54.4,79.1,88.6,29,NA
51-75,Canada,Western University,null,47.7,75.9,68.9,34.7,NA
76-100,Denmark,Aarhus University,null,41.6,78.5,80.2,31,NA
76-100,UnitedKingdom,Cardiff University,null,42.3,72.1,68.1,34.7,NA
76-100,Germany,Free University Berlin,null,50.9,80.8,73.8,24.5,NA
76-100,Netherlands,Maastricht University,null,53,80,78.8,22,NA
76-100,Israel,Tel Aviv University,null,47.2,72.5,68.6,32.9,NA
76-100,UnitedStates,Texas A&M University,null,45.6,83.9,48.2,32.9,NA
76-100,Israel,The Hebrew University of Jerusalem,null,38.8,75.9,73.9,39.6,NA
76-100,UnitedStates,The University of Georgia,null,48.7,80.8,39.3,26.9,NA
76-100,UnitedKingdom,The University of Manchester,null,50.2,73.4,65.8,24.5,NA
76-100,Netherlands,Tilburg University,null,48.7,82.8,75.1,26.9,NA
76-100,UnitedStates,"University at Buffalo, the State University of New York",null,44.1,75.5,43,34.7,NA
76-100,UnitedStates,University of Arizona,null,45.8,82.2,54.1,26.9,NA
76-100,UnitedStates,"University of California, Santa Barbara",null,39.9,83.6,55.5,36.4,NA
76-100,UnitedKingdom,University of Exeter,null,40.7,81.4,73.9,31,NA
76-100,UnitedStates,University of Kansas,null,47.2,73.4,43.9,34.7,NA
76-100,UnitedStates,University of Kentucky,null,46.1,75.5,42.8,29,NA
76-100,UnitedStates,University of Miami,null,45.5,81.4,46.6,29,NA
76-100,UnitedStates,University of Missouri - Columbia,null,49.1,81.6,44.5,31,NA
76-100,Canada,University of Montreal,null,52.9,71.5,69.8,22,NA
76-100,Germany,University of Munich,null,50.7,78.2,77,26.9,NA
76-100,UnitedStates,University of Oregon,null,43.9,82.2,52.6,36.4,NA
76-100,Norway,University of Oslo,null,46.6,73.7,71.6,34.7,NA
76-100,UnitedStates,University of South Florida,null,51.5,75.2,43.2,29,NA
76-100,Australia,University of Sydney,null,54,74.9,67.5,26.9,NA
76-100,UnitedKingdom,University of York,null,37.6,79.7,73,36.4,NA
101-150,France,Aix Marseille University,null,41.9,66.9,69.9,29,NA
101-150,UnitedKingdom,Bangor University,null,32,71.8,74.6,31,NA
101-150,China,Beijing Normal University,null,37.7,71.8,85.4,26.9,NA
101-150,UnitedKingdom,"Birkbeck, University of London",null,31.6,83,72.2,26.9,NA
101-150,UnitedStates,Boston College,null,35.9,79.1,44.1,31,NA
101-150,UnitedStates,Dartmouth College,null,32.4,81.4,48.7,32.9,NA
101-150,UnitedStates,Georgia State University,null,43.3,77.6,41.2,19,NA
101-150,Australia,Macquarie University,null,47.4,73.1,67.1,19,NA
101-150,Canada,McMaster University,null,44.7,77,64,26.9,NA
101-150,UnitedStates,Northeastern University,null,32.8,81.6,57.1,36.4,NA
101-150,Canada,Queen's University,null,36.6,72.8,64,26.9,NA
101-150,UnitedStates,San Diego State University,null,38.2,78.5,44.7,24.5,NA
101-150,Sweden,Stockholm University,null,36,71.8,69,24.5,NA
101-150,UnitedStates,Stony Brook University,null,39.1,85.5,52.4,29,NA
101-150,NewZealand,The University of Auckland,null,38.4,71.2,71.9,22,NA
101-150,UnitedKingdom,The University of Glasgow,null,33.5,86.5,72.3,32.9,NA
101-150,China-HongKong,The University of Hong Kong,null,40.6,74.9,77.8,24.5,NA
101-150,UnitedStates,The University of New Mexico - Albuquerque,null,35.6,76.7,46,29,NA
101-150,UnitedKingdom,The University of Sheffield,null,39.1,78.5,69.4,26.9,NA
101-150,Australia,The University of Western Australia,null,46.4,78.5,76.2,22,NA
101-150,UnitedStates,Tufts University,null,37.2,72.5,52.6,32.9,NA
101-150,Canada,University of Alberta,null,44,70.5,74.9,19,NA
101-150,UnitedKingdom,University of Birmingham,null,45.7,71.2,62.8,26.9,NA
101-150,UnitedKingdom,University of Bristol,null,38.8,80.2,70.5,31,NA
101-150,UnitedStates,"University of California, Riverside",null,31.5,83.3,52.5,31,NA
101-150,UnitedStates,University of Connecticut,null,52.5,78.8,49.2,19,NA
101-150,UnitedStates,University of Delaware,null,34,77.6,57.9,26.9,NA
101-150,UnitedStates,University of Denver,null,32.2,84.9,45.2,26.9,NA
101-150,Germany,University of Freiburg,null,35.9,74,69.5,24.5,NA
101-150,Switzerland,University of Geneva,null,44,73.1,83.6,24.5,NA
101-150,Spain,University of Granada,null,43.4,61.2,68.4,22,NA
101-150,Germany,University of Hamburg,null,43.9,70.5,68.2,26.9,NA
101-150,Finland,University of Helsinki,null,43.9,73.4,70.5,15.5,NA
101-150,UnitedStates,University of Houston,null,44.5,76.5,45.4,19,NA
101-150,UnitedKingdom,University of Kent,null,33.6,87.8,70.3,34.7,NA
101-150,Germany,University of Cologne,null,41.1,77.3,68.6,26.9,NA
101-150,UnitedStates,University of Massachusetts Amherst,null,38,76.2,50.9,26.9,NA
101-150,UnitedKingdom,University of Nottingham,null,40.9,76.7,65.2,22,NA
101-150,NewZealand,University of Otago,null,32.7,77.6,75.7,26.9,NA
101-150,Italy,University of Padua,null,47.9,74.3,66.1,15.5,NA
101-150,France,University of Paris Descartes (Paris 5),null,40.9,66.2,68.8,26.9,NA
101-150,UnitedKingdom,University of St Andrews,null,33.8,81.4,81.7,31,NA
101-150,UnitedKingdom,University of Sussex,null,39.7,80.2,73.2,24.5,NA
101-150,Germany,University of Tuebingen,null,48.4,80.2,70.3,19,NA
101-150,UnitedStates,University of Utah,null,43.9,73.7,42.5,31,NA
101-150,Austria,University of Vienna,null,38.1,79.1,80.5,19,NA
101-150,UnitedKingdom,University of Warwick,null,33.4,74,69,36.4,NA
101-150,UnitedStates,Virginia Commonwealth University,null,45.3,85.5,48.1,22,NA
101-150,UnitedStates,Wayne State University,null,41,71.5,50.5,26.9,NA
101-150,Canada,York University,null,45.8,73.7,59.8,24.5,NA
151-200,Israel,Bar-Ilan University,null,37.7,67.9,62,22,NA
151-200,Israel,Ben-Gurion University of the Negev,null,36.3,67.6,64.8,19,NA
151-200,Germany,Charite - Universitats Medizin Berlin,null,35.3,75.5,70.4,22,NA
151-200,UnitedKingdom,City University London,null,30.4,78.5,72.1,24.5,NA
151-200,UnitedKingdom,Durham University,null,33.1,78.5,68.2,19,NA
151-200,UnitedStates,George Mason University,null,37.6,75.9,45.1,15.5,NA
151-200,UnitedStates,Georgia Institute of Technology,null,27.6,90.4,49.9,26.9,NA
151-200,UnitedStates,Iowa State University,null,34.8,79.7,46.4,19,NA
151-200,UnitedStates,Kent State University,null,37.2,74,32.6,19,NA
151-200,UnitedKingdom,Lancaster University,null,34.7,66.6,63.9,22,NA
151-200,UnitedKingdom,London Business School,null,16.7,83.9,93.7,32.9,NA
151-200,Sweden,Lund University,null,33.4,71.2,70.9,22,NA
151-200,Australia,Monash University,null,47,70.5,66.4,11,NA
151-200,Singapore,Nanyang Technological University,null,35.2,76.7,83.7,19,NA
151-200,UnitedKingdom,Newcastle University,null,32.8,80.8,66.7,19,NA
151-200,China,Peking University,null,34.2,68.6,79.1,22,NA
151-200,Spain,Pompeu Fabra University,null,25.5,78.8,88.8,26.9,NA
151-200,UnitedStates,Rice University,null,22.9,92.4,45.3,31,NA
151-200,UnitedKingdom,"Royal Holloway, University of London",null,24.7,74.3,68.1,29,NA
151-200,Canada,Simon Fraser University,null,35.7,80,74.5,15.5,NA
151-200,Singapore,Singapore Management University,null,18.1,86.8,93.8,29,NA
151-200,Australia,The Australian National University,null,35.7,77.6,73.7,15.5,NA
151-200,China-HongKong,The Chinese University of Hong Kong,null,39.3,68.6,72.5,19,NA
151-200,UnitedStates,The George Washington University,null,32.9,71.2,46.5,22,NA
151-200,UnitedStates,The University of Alabama - Tuscaloosa,null,34.5,77.3,45.4,19,NA
151-200,UnitedStates,The University of Texas at Dallas,null,30.5,80.2,44.5,26.9,NA
151-200,Germany,TU Dresden,null,33.9,78.5,77.7,19,NA
151-200,UnitedKingdom,University of Aberdeen,null,31.7,83,79,19,NA
151-200,Spain,University of Barcelona,null,44.6,69.6,71.7,15.5,NA
151-200,Switzerland,University of Basel,null,34.4,80.8,87,19,NA
151-200,UnitedKingdom,University of Essex,null,28.3,72.5,70.6,26.9,NA
151-200,Israel,University of Haifa,null,45.6,64.5,61.5,15.5,NA
151-200,Germany,University of Jena,null,32.9,79.4,65.9,19,NA
151-200,Germany,University of Konstanz,null,32,80.2,81.8,22,NA
151-200,Switzerland,University of Lausanne,null,36.5,73.7,78.2,15.5,NA
151-200,UnitedKingdom,University of Leeds,null,35.4,77.3,67.9,19,NA
151-200,Italy,University of Milan - Bicocca,null,33.5,80.5,69.4,22,NA
151-200,Germany,University of Muenster,null,37.4,77.6,60.6,19,NA
151-200,UnitedStates,University of Nebraska - Lincoln,null,41.2,71.5,43,15.5,NA
151-200,UnitedStates,University of Notre Dame,null,34.9,87.6,47.6,19,NA
151-200,Canada,University of Quebec Montreal,null,36,66.6,63.8,22,NA
151-200,UnitedStates,University of South Carolina - Columbia,null,37.2,77.9,52.9,19,NA
151-200,UnitedKingdom,University of Southampton,null,40,74.3,75.7,15.5,NA
151-200,UnitedKingdom,University of Stirling,null,29.1,70.2,70.3,24.5,NA
151-200,Italy,University of Trento,null,30.6,75.9,83.4,26.9,NA
151-200,Canada,University of Victoria,null,30.5,76.5,70.7,22,NA
151-200,Australia,University of Western Sydney,null,33.6,86,81.2,15.5,NA
151-200,Germany,University of Wuerzburg,null,36.5,81.9,66.4,19,NA
151-200,Sweden,Uppsala University,null,33.5,77.3,69.4,19,NA
151-200,NewZealand,Victoria University of Wellington,null,32.2,79.7,80.6,22,NA
201-300,UnitedStates,Auburn University,null,34.6,71.5,44.8,15.5,NA
201-300,Spain,Autonomous University of Madrid,null,35.4,62.7,67.6,15.5,NA
201-300,UnitedStates,Baylor College of Medicine,null,36.1,70.5,44.4,11,NA
201-300,Germany,Bielefeld University,null,35.5,74.3,64.7,11,NA
201-300,UnitedStates,Brandeis University,null,23.1,76.5,52.6,24.5,NA
201-300,UnitedStates,Brigham Young University,null,35.5,78.2,41.8,11,NA
201-300,Canada,Brock University,null,31.4,75.2,61.7,15.5,NA
201-300,Canada,Carleton University,null,33.8,81.4,63.4,15.5,NA
201-300,UnitedStates,Case Western Reserve University,null,32.6,82.5,42.8,15.5,NA
201-300,Czech,Charles University in Prague,null,24.9,66.2,66.3,24.5,NA
201-300,UnitedStates,Claremont Graduate University,null,25.6,74.6,46.4,15.5,NA
201-300,UnitedStates,Colorado State University,null,32.3,78.2,52,19,NA
201-300,UnitedStates,Columbia University Teachers College,null,30.2,75.9,42.3,15.5,NA
201-300,Spain,Complutense University of Madrid,null,34.1,59.7,61.3,11,NA
201-300,UnitedStates,DePaul University,null,26.6,72.8,51,22,NA
201-300,France,Ecole Normale Superieure - Paris,null,19.6,80.8,80.3,24.5,NA
201-300,Netherlands,Eindhoven University of Technology,null,23,92.2,70.8,11,NA
201-300,Australia,Flinders University,null,35.3,71.5,58,11,NA
201-300,UnitedStates,Georgetown University,null,31.7,76.5,49.4,19,NA
201-300,Australia,Griffith University,null,37.4,72.1,64.2,11,NA
201-300,Germany,Heidelberg University,null,45.2,74.3,65.9,0,NA
201-300,UnitedStates,Icahn School of Medicine at Mount Sinai,null,29.5,73.1,60.5,11,NA
201-300,Portugal,Instituto Universitario de Lisboa,null,23.8,66.9,85.9,19,NA
201-300,Israel,Interdisciplinary Center (IDC) Herzliya,null,23.5,81.4,78.2,15.5,NA
201-300,UnitedStates,John Jay College of Criminal Justice (CUNY),null,22.2,84.4,47.3,19,NA
201-300,SouthKorea,Korea University,null,27.1,71.2,75.4,22,NA
201-300,Japan,Kyoto University,null,34.2,56.9,59.9,15.5,NA
201-300,Australia,La Trobe University,null,30,78.2,60.6,11,NA
201-300,Canada,Laval University,null,36,69.9,70.9,11,NA
201-300,Germany,Leuphana University Luneburg,null,16.6,94.8,75.9,22,NA
201-300,Sweden,Linkoping University,null,31.2,84.1,71,11,NA
201-300,UnitedKingdom,Loughborough University,null,31,73.7,54.3,11,NA
201-300,China-Taiwan,National Taiwan University,null,29.8,66.2,69.5,15.5,NA
201-300,Singapore,National University of Singapore,null,35,71.2,87.7,15.5,NA
201-300,UnitedKingdom,Plymouth University,null,28.8,75.9,73.5,19,NA
201-300,UnitedKingdom,Queen's University Belfast,null,26.7,70.9,74.5,19,NA
201-300,Germany,RWTH Aachen University,null,30.2,70.5,72.2,11,NA
201-300,Germany,Saarland University,null,30.2,68.2,70.3,22,NA
201-300,UnitedStates,Saint Louis University,null,26.1,71.5,42.7,19,NA
201-300,Italy,Sapienza University of Rome,null,46.2,69.9,70.4,0,NA
201-300,SouthKorea,Seoul National University,null,29.4,66.2,75.7,19,NA
201-300,UnitedStates,Syracuse University,null,28.1,74,43.6,19,NA
201-300,Israel,Technion-Israel Institute of Technology,null,18.2,77.6,67.1,22,NA
201-300,UnitedStates,Texas Christian University,null,22.1,71.8,41,22,NA
201-300,UnitedStates,Texas Tech University,null,32.4,69.9,43.7,11,NA
201-300,China-HongKong,The Hong Kong University of Science and Technology,null,16.3,90.4,85.4,19,NA
201-300,UnitedStates,The New School,null,18.7,79.1,63.7,22,NA
201-300,Canada,The University of Calgary,null,43.2,67.2,61.8,0,NA
201-300,UnitedStates,The University of Memphis,null,34.1,76.7,50.6,15.5,NA
201-300,UnitedKingdom,The University of Reading,null,27.2,78.5,73.7,19,NA
201-300,UnitedStates,The University of Texas at San Antonio,null,26.1,69.9,43.1,22,NA
201-300,Japan,The University of Tokyo,null,35,58.9,58,19,NA
201-300,UnitedStates,Tulane University,null,27,72.5,41.3,19,NA
201-300,Belgium,Universit? libre de Bruxelles (ULB),null,28.4,70.2,76.9,22,NA
201-300,UnitedStates,University at Albany (State University of New York),null,29.8,74.6,50.5,15.5,NA
201-300,Switzerland,University of Bern,null,38.6,77.3,78.3,0,NA
201-300,Germany,University of Bochum,null,34.3,74.6,62.6,11,NA
201-300,Italy,University of Bologna,null,32.7,71.8,70.4,11,NA
201-300,Germany,University of Bonn,null,28.2,77.9,68.4,15.5,NA
201-300,UnitedStates,"University of California, Santa Cruz",null,23.8,74,50,24.5,NA
201-300,SouthAfrica,University of Cape Town,null,28.3,71.5,81.3,19,NA
201-300,UnitedStates,University of Cincinnati,null,41,76.5,42.4,0,NA
201-300,UnitedStates,University of Colorado at Denver,null,27.6,69.6,37.5,19,NA
201-300,Denmark,University of Copenhagen,null,37.2,77,75.9,11,NA
201-300,UnitedKingdom,University of East Anglia,null,23.3,68.2,70.2,19,NA
201-300,Germany,University of Frankfurt,null,35.5,72.1,64.2,11,NA
201-300,Switzerland,University of Fribourg,null,23,75.9,86.7,15.5,NA
201-300,Germany,University of Giessen,null,28.8,74.3,58.6,15.5,NA
201-300,Germany,University of Goettingen,null,34,79.4,71,15.5,NA
201-300,Austria,University of Graz,null,24.1,90.4,72.7,11,NA
201-300,Canada,University of Guelph,null,29.2,71.2,61.4,15.5,NA
201-300,Finland,University of Jyvaskyla,null,33.3,83.9,72.2,11,NA
201-300,UnitedKingdom,University of Leicester,null,32.7,66.9,56.7,19,NA
201-300,Portugal,University of Lisbon,null,36.2,62.3,72.4,11,NA
201-300,UnitedKingdom,University of Liverpool,null,34.3,71.2,62,11,NA
201-300,Luxembourg,University of Luxembourg,null,20.5,83.3,96.2,15.5,NA
201-300,Germany,University of Mainz,null,34.4,77,59.8,11,NA
201-300,Canada,University of Manitoba,null,32,71.5,65.3,15.5,NA
201-300,Germany,University of Marburg,null,34.6,77.9,66.1,11,NA
201-300,UnitedStates,"University of Maryland, Baltimore",null,27.8,69.9,48.4,15.5,NA
201-300,Portugal,University of Minho,null,30.3,61.9,81.6,15.5,NA
201-300,UnitedStates,University of North Carolina at Greensboro,null,34.8,82.5,44,11,NA
201-300,UnitedStates,University of Oklahoma - Norman,null,30,74.6,44.4,11,NA
201-300,Canada,University of Ottawa,null,44.6,70.9,62.1,0,NA
201-300,UnitedKingdom,University of Portsmouth,null,25.5,84.7,75.9,15.5,NA
201-300,Germany,University of Potsdam,null,29.8,82.8,68.4,11,NA
201-300,Germany,University of Regensburg,null,28,70.9,63.2,24.5,NA
201-300,Brazil,University of Sao Paulo,null,41.2,57.3,62.3,11,NA
201-300,UnitedStates,University of Tennessee - Knoxville,null,36.2,73.1,37.4,11,NA
201-300,Finland,University of Turku,null,30.4,76.7,81.5,15.5,NA
201-300,Germany,University of Ulm,null,29.8,72.5,70.8,11,NA
201-300,Spain,University of Valencia,null,37.9,63,63.3,11,NA
201-300,UnitedStates,University of Vermont,null,31.8,77.3,51.7,11,NA
201-300,UnitedStates,University of Wisconsin-Milwaukee,null,32.5,68.9,37.3,19,NA
201-300,Australia,University of Wollongong,null,28.2,66.9,60.8,19,NA
201-300,UnitedStates,Virginia Polytechnic Institute and State University,null,37.2,75.5,47.6,11,NA
201-300,UnitedStates,Wake Forest University,null,29.4,76.5,44,19,NA
201-300,UnitedStates,Washington State University,null,32.5,72.5,51.9,11,NA
201-300,Canada,Wilfrid Laurier University,null,26,70.9,61.3,15.5,NA
201-300,UnitedStates,Yeshiva University,null,31.5,73.1,50.6,15.5,NA
business-administration,2017,,,,,,,
1,UnitedStates,University of Pennsylvania,314.5,81.2,83.3,66.3,96.3,NA
2,UnitedStates,Northwestern University,286.5,62.9,71.5,64,100,NA
3,Netherlands,Erasmus University Rotterdam,281.8,86.2,77.9,85.1,70.1,NA
4,UnitedStates,Harvard University,279.9,100,71.3,61.1,58.8,NA
5,UnitedStates,Pennsylvania State University - University Park,274.8,80.6,77.3,63.1,72.6,NA
5,Netherlands,Tilburg University,274.8,74.4,71.3,79.9,79.8,NA
7,UnitedStates,Columbia University,268.9,70.2,68.4,64.1,82,NA
8,UnitedStates,"University of Minnesota, Twin Cities",257.6,71.9,79.5,68.5,68.8,NA
9,UnitedStates,The University of Texas at Austin,254.8,62.8,76.5,62.3,77.5,NA
10,Canada,University of British Columbia,254.2,55.6,78.5,85.8,82,NA
11,UnitedStates,Stanford University,253.8,63.7,78.3,64.9,75.1,NA
12,UnitedStates,University of Michigan-Ann Arbor,251.6,72,76.5,61.8,66.1,NA
13,UnitedStates,Duke University,248,53.8,82.4,64.1,79.8,NA
14,UnitedStates,Cornell University,244.7,69.8,76.5,69.3,63.2,NA
15,UnitedStates,"University of Maryland, College Park",243.9,70,75.5,62.1,63.2,NA
16,UnitedStates,Indiana University Bloomington,242.2,74.1,77.7,64,57.2,NA
17,Canada,University of Toronto,241,65,72.8,80.6,66.1,NA
18,Canada,University of Alberta,235.9,53.8,90.7,86.3,67.4,NA
19,UnitedStates,University of Florida,231.7,55.6,60.9,53.3,75.1,NA
20,UnitedStates,University of Southern California,230.8,59.7,77.1,57.3,64.7,NA
21,Australia,The University of Melbourne,227.9,68.7,67.2,78.7,55.6,NA
22,UnitedStates,New York University,227.6,56.4,66.3,67.3,68.8,NA
23,UnitedStates,University of Chicago,225.7,47.7,68.6,73.1,75.1,NA
24,UnitedStates,Georgia State University,223.8,65.9,74.3,69.8,53.9,NA
25,UnitedStates,Massachusetts Institute of Technology (MIT),221.3,65.6,72.1,60.1,53.9,NA
26,UnitedStates,Texas A&M University,221.2,59.5,89.8,60.7,53.9,NA
27,UnitedStates,University of South Carolina - Columbia,220.5,53.8,77.7,59.8,63.2,NA
28,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",216.6,47.3,67.2,50.2,71.4,NA
29,China-HongKong,The Hong Kong University of Science and Technology,216.4,44.8,82.6,87.9,66.1,NA
30,UnitedStates,Arizona State University,215.2,63.8,80.5,63.1,48.6,NA
30,UnitedStates,University of North Carolina at Chapel Hill,215.2,56.9,76.3,58.9,57.2,NA
32,Netherlands,University of Groningen,214.1,70.3,72.6,84.2,42.6,NA
33,Singapore,National University of Singapore,212,65.7,62.4,92.7,48.6,NA
34,UnitedStates,"University of California, Los Angeles",211.2,48.5,88.1,62.7,58.8,NA
35,UnitedStates,University of Virginia,210.6,57.6,69.5,61.1,55.6,NA
36,Canada,York University,210,62.8,75.3,81,46.7,NA
37,UnitedStates,University of Washington,208.7,52.6,85.6,61.8,53.9,NA
38,Australia,Monash University,208.6,78.6,60.1,71.9,35.7,NA
39,UnitedStates,University of Wisconsin - Madison,207.9,54,64.4,65.1,58.8,NA
40,Belgium,KU Leuven,207.8,68.8,70.2,88,40.5,NA
41,UnitedKingdom,London Business School,207,54.2,71.7,90.1,53.9,NA
42,UnitedStates,The University of Georgia,206.2,60.8,67.7,55.7,50.5,NA
43,UnitedStates,University of Colorado at Boulder,205.4,39.9,88.4,65.1,63.2,NA
44,UnitedStates,Michigan State University,204.1,68.1,84.3,63,35.7,NA
45,UnitedStates,"University of California, Berkeley",202.4,63.5,66.7,67.2,44.7,NA
46,UnitedStates,University of Houston,199.9,57.6,57.5,64.9,52.2,NA
46,UnitedStates,University of Illinois at Urbana-Champaign,199.9,61.9,66,69.9,44.7,NA
48,Switzerland,University of St.Gallen,198.1,65.4,67.4,90.8,38.1,NA
49,Netherlands,Maastricht University,197.9,50.6,78.9,96.1,48.6,NA
50,UnitedStates,Boston College,196.8,54.2,84.1,64.3,44.7,NA
51-75,Finland,Aalto University,null,67,69.3,80.7,27,NA
51-75,UnitedStates,Carnegie Mellon University,null,44.2,73.4,61.7,55.6,NA
51-75,China-HongKong,City University of Hong Kong,null,62.9,73.8,81.2,30.2,NA
51-75,Denmark,Copenhagen Business School,null,82.1,67,77.1,13.5,NA
51-75,UnitedStates,Florida State University,null,51.9,75.1,64.7,46.7,NA
51-75,UnitedStates,Georgetown University,null,49.4,55.8,65.1,50.5,NA
51-75,UnitedStates,Georgia Institute of Technology,null,47.7,76.7,78.3,48.6,NA
51-75,France,INSEAD,null,53.1,76.5,90.2,44.7,NA
51-75,UnitedStates,Northeastern University,null,55.7,76.1,65.4,35.7,NA
51-75,UnitedStates,Temple University,null,53.1,69,59.9,40.5,NA
51-75,UnitedStates,Texas Christian University,null,41.5,93.4,68.5,44.7,NA
51-75,China-HongKong,The Chinese University of Hong Kong,null,48.7,66.3,78,44.7,NA
51-75,China-HongKong,The Hong Kong Polytechnic University,null,56.6,66.7,75.9,35.7,NA
51-75,UnitedStates,The Ohio State University - Columbus,null,53.8,71.5,67.1,42.6,NA
51-75,Australia,The University of New South Wales,null,75,61.9,72.4,23.4,NA
51-75,UnitedStates,University of Arizona,null,49.4,77.9,59.9,50.5,NA
51-75,UnitedKingdom,University of Cambridge,null,70.7,55.8,77.6,33,NA
51-75,Germany,University of Mannheim,null,47.3,71.3,80.3,52.2,NA
51-75,UnitedStates,University of Miami,null,42.6,81.5,66.7,52.2,NA
51-75,Canada,University of Montreal,null,70.2,68.8,68.6,23.4,NA
51-75,UnitedKingdom,University of Warwick,null,79.5,68.8,73.5,23.4,NA
51-75,UnitedStates,Virginia Polytechnic Institute and State University,null,45.4,70.4,61.8,46.7,NA
51-75,Netherlands,VU University Amsterdam,null,64,70.2,83.6,27,NA
51-75,Canada,Western University,null,58.1,74,82.9,38.1,NA
51-75,UnitedStates,Yale University,null,47.9,71.3,58.6,55.6,NA
76-100,Norway,BI Norwegian Business School,null,55.7,65.1,85.1,30.2,NA
